Grassland,Cultivated_grasses,Dense_grasses_in_rich_nutrient_soils,Forest_with_rich_herb_layer,Grassland_in_poor_nutrient__dry_and_sandy_soil,Urban_elements
9520435.000000000000000,1768540.000000000000000,1057863.000000000000000,7886839.000000000000000,384535.000000000000000,4391789.000000000000000
